Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_78_571,VPWR,li1,268.8700,225.7600,1.799933
FILLER_78_568,VPWR,li1,267.4900,225.7600,1.799933
FILLER_78_536,VPWR,li1,252.5400,225.7600,1.799927
FILLER_78_533,VPWR,li1,251.3900,225.7600,1.799927
FILLER_78_529,VPWR,li1,249.5500,225.7600,1.799926
FILLER_78_526,VPWR,li1,248.1700,225.7600,1.799925
FILLER_78_507,VPWR,li1,239.4300,225.7600,1.799926
FILLER_78_504,VPWR,li1,238.0500,225.7600,1.799927
FILLER_78_501,VPWR,li1,236.6700,225.7600,1.799927
FILLER_78_490,VPWR,li1,231.3800,225.7600,1.799929
FILLER_78_487,VPWR,li1,230.2300,225.7600,1.799929
FILLER_78_484,VPWR,li1,228.8500,225.7600,1.799930
FILLER_78_481,VPWR,li1,227.4700,225.7600,1.799930
FILLER_78_475,VPWR,li1,224.2500,225.7600,1.799932
FILLER_78_460,VPWR,li1,217.3500,225.7600,1.799935
FILLER_78_457,VPWR,li1,216.4300,225.7600,1.799936
FILLER_78_454,VPWR,li1,215.0500,225.7600,1.799936
FILLER_78_451,VPWR,li1,213.6700,225.7600,1.799937
FILLER_78_448,VPWR,li1,212.2900,225.7600,1.799937
FILLER_78_445,VPWR,li1,210.9100,225.7600,1.799939
FILLER_78_442,VPWR,li1,209.5300,225.7600,1.799940
FILLER_78_439,VPWR,li1,208.1500,225.7600,1.799940
FILLER_78_436,VPWR,li1,206.7700,225.7600,1.799941
FILLER_78_433,VPWR,li1,205.3900,225.7600,1.799942
FILLER_78_430,VPWR,li1,204.0100,225.7600,1.799942
FILLER_78_427,VPWR,li1,202.6300,225.7600,1.799943
FILLER_78_419,VPWR,li1,198.4900,225.7600,1.799946
FILLER_78_416,VPWR,li1,197.5700,225.7600,1.799946
FILLER_78_404,VPWR,li1,191.8200,225.7600,1.799950
FILLER_78_394,VPWR,li1,187.4500,225.7600,1.799954
FILLER_78_388,VPWR,li1,184.4600,225.7600,1.799957
FILLER_78_385,VPWR,li1,183.3100,225.7600,1.799958
FILLER_78_382,VPWR,li1,181.9300,225.7600,1.799958
FILLER_78_379,VPWR,li1,180.5500,225.7600,1.799961
FILLER_78_365,VPWR,li1,173.6500,225.7600,1.799960
FILLER_78_362,VPWR,li1,172.5000,225.7600,1.799960
FILLER_78_359,VPWR,li1,171.3500,225.7600,1.799954
FILLER_78_356,VPWR,li1,169.9700,225.7600,1.799954
FILLER_78_353,VPWR,li1,168.5900,225.7600,1.799947
FILLER_78_333,VPWR,li1,158.9300,225.7600,1.799929
FILLER_78_330,VPWR,li1,158.0100,225.7600,1.799925
FILLER_78_327,VPWR,li1,156.6300,225.7600,1.799925
FILLER_78_321,VPWR,li1,153.6400,225.7600,1.799916
FILLER_78_309,VPWR,li1,148.1200,225.7600,1.799907
FILLER_78_307,VPWR,li1,146.9700,225.7600,1.799903
FILLER_78_292,VPWR,li1,140.0700,225.7600,1.799890
FILLER_78_273,VPWR,li1,131.3300,225.7600,1.799875
FILLER_78_232,VPWR,li1,112.7000,225.7600,1.799851
FILLER_78_229,VPWR,li1,111.5500,225.7600,1.799851
FILLER_78_226,VPWR,li1,110.1700,225.7600,1.799850
FILLER_78_216,VPWR,li1,105.5700,225.7600,1.799846
FILLER_78_213,VPWR,li1,104.1900,225.7600,1.799844
FILLER_78_195,VPWR,li1,95.4500,225.7600,1.799838
FILLER_78_192,VPWR,li1,94.5300,225.7600,1.799838
FILLER_78_183,VPWR,li1,90.1600,225.7600,1.799835
FILLER_78_180,VPWR,li1,89.0100,225.7600,1.799833
FILLER_78_177,VPWR,li1,87.6300,225.7600,1.799833
FILLER_78_174,VPWR,li1,86.2500,225.7600,1.799832
FILLER_78_171,VPWR,li1,84.8700,225.7600,1.799831
FILLER_78_168,VPWR,li1,83.4900,225.7600,1.799831
FILLER_78_154,VPWR,li1,76.5900,225.7600,1.799827
FILLER_78_139,VPWR,li1,69.6900,225.7600,1.799825
FILLER_78_121,VPWR,li1,61.6400,225.7600,1.799838
FILLER_78_118,VPWR,li1,60.4900,225.7600,1.799838
FILLER_78_47,VPWR,li1,27.3700,225.7600,1.799931
FILLER_78_26,VPWR,li1,17.9400,225.7600,1.799941
FILLER_78_3,VPWR,li1,7.3600,225.7600,1.799932
FILLER_77_813,VPWR,li1,379.7300,220.3200,1.799828
FILLER_77_810,VPWR,li1,378.3500,220.3200,1.799832
FILLER_77_807,VPWR,li1,377.4300,220.3200,1.799832
FILLER_77_804,VPWR,li1,376.0500,220.3200,1.799837
FILLER_77_801,VPWR,li1,374.6700,220.3200,1.799842
FILLER_77_798,VPWR,li1,373.2900,220.3200,1.799842
FILLER_77_795,VPWR,li1,371.9100,220.3200,1.799849
FILLER_77_792,VPWR,li1,370.5300,220.3200,1.799849
FILLER_77_781,VPWR,li1,365.4700,220.3200,1.799863
FILLER_77_774,VPWR,li1,361.7900,220.3200,1.799871
FILLER_77_771,VPWR,li1,360.8700,220.3200,1.799876
FILLER_77_766,VPWR,li1,358.5700,220.3200,1.799882
FILLER_77_743,VPWR,li1,347.7600,220.3200,1.799911
FILLER_77_740,VPWR,li1,346.6100,220.3200,1.799911
FILLER_77_737,VPWR,li1,345.2300,220.3200,1.799918
FILLER_77_734,VPWR,li1,343.8500,220.3200,1.799918
FILLER_77_727,VPWR,li1,340.1700,220.3200,1.799931
FILLER_77_716,VPWR,li1,335.5700,220.3200,1.799941
FILLER_77_713,VPWR,li1,334.1900,220.3200,1.799947
FILLER_77_710,VPWR,li1,332.8100,220.3200,1.799953
FILLER_77_693,VPWR,li1,324.5300,220.3200,1.799954
FILLER_77_665,VPWR,li1,312.1100,220.3200,1.799942
FILLER_77_647,VPWR,li1,303.6000,220.3200,1.799937
FILLER_77_644,VPWR,li1,302.4500,220.3200,1.799937
FILLER_77_641,VPWR,li1,301.0700,220.3200,1.799937
FILLER_77_638,VPWR,li1,299.6900,220.3200,1.799936
FILLER_77_617,VPWR,li1,289.5700,220.3200,1.799934
FILLER_77_609,VPWR,li1,286.3500,220.3200,1.799933
FILLER_77_596,VPWR,li1,280.1400,220.3200,1.799933
FILLER_77_593,VPWR,li1,278.9900,220.3200,1.799932
FILLER_77_590,VPWR,li1,277.6100,220.3200,1.799932
FILLER_77_587,VPWR,li1,276.2300,220.3200,1.799932
FILLER_77_584,VPWR,li1,274.8500,220.3200,1.799932
FILLER_77_581,VPWR,li1,273.4700,220.3200,1.799932
FILLER_77_578,VPWR,li1,272.0900,220.3200,1.799932
FILLER_77_575,VPWR,li1,270.7100,220.3200,1.799932
FILLER_77_572,VPWR,li1,269.3300,220.3200,1.799932
FILLER_77_569,VPWR,li1,267.9500,220.3200,1.799932
FILLER_77_566,VPWR,li1,266.5700,220.3200,1.799931
FILLER_77_558,VPWR,li1,262.6600,220.3200,1.799931
FILLER_77_555,VPWR,li1,261.5100,220.3200,1.799931
FILLER_77_552,VPWR,li1,260.1300,220.3200,1.799931
FILLER_77_549,VPWR,li1,258.7500,220.3200,1.799931
FILLER_77_546,VPWR,li1,257.3700,220.3200,1.799931
FILLER_77_528,VPWR,li1,248.8600,220.3200,1.799932
FILLER_77_525,VPWR,li1,247.7100,220.3200,1.799932
FILLER_77_522,VPWR,li1,246.3300,220.3200,1.799932
FILLER_77_505,VPWR,li1,238.0500,220.3200,1.799934
FILLER_77_501,VPWR,li1,236.6700,220.3200,1.799934
FILLER_77_498,VPWR,li1,235.2900,220.3200,1.799934
FILLER_77_495,VPWR,li1,233.9100,220.3200,1.799935
FILLER_77_492,VPWR,li1,232.5300,220.3200,1.799935
FILLER_77_478,VPWR,li1,225.8600,220.3200,1.799938
FILLER_77_475,VPWR,li1,224.7100,220.3200,1.799938
FILLER_77_472,VPWR,li1,223.3300,220.3200,1.799939
FILLER_77_469,VPWR,li1,221.9500,220.3200,1.799940
FILLER_77_466,VPWR,li1,220.5700,220.3200,1.799940
FILLER_77_456,VPWR,li1,215.5100,220.3200,1.799942
FILLER_77_444,VPWR,li1,209.9900,220.3200,1.799946
FILLER_77_433,VPWR,li1,204.9300,220.3200,1.799949
FILLER_77_430,VPWR,li1,204.0100,220.3200,1.799949
FILLER_77_423,VPWR,li1,200.3300,220.3200,1.799953
FILLER_77_403,VPWR,li1,191.3600,220.3200,1.799959
FILLER_77_400,VPWR,li1,190.2100,220.3200,1.799961
FILLER_77_396,VPWR,li1,187.9100,220.3200,1.799962
FILLER_77_393,VPWR,li1,186.9900,220.3200,1.799962
FILLER_77_390,VPWR,li1,185.3800,220.3200,1.799964
FILLER_77_387,VPWR,li1,184.2300,220.3200,1.799966
FILLER_77_384,VPWR,li1,182.8500,220.3200,1.799966
FILLER_77_381,VPWR,li1,181.4700,220.3200,1.799968
FILLER_77_378,VPWR,li1,180.0900,220.3200,1.799968
FILLER_77_375,VPWR,li1,178.7100,220.3200,1.799971
FILLER_77_372,VPWR,li1,177.3300,220.3200,1.799971
FILLER_77_369,VPWR,li1,175.9500,220.3200,1.799973
FILLER_77_354,VPWR,li1,168.8200,220.3200,1.799961
FILLER_77_337,VPWR,li1,161.0000,220.3200,1.799948
FILLER_77_317,VPWR,li1,151.5700,220.3200,1.799935
FILLER_77_314,VPWR,li1,150.6500,220.3200,1.799932
FILLER_77_311,VPWR,li1,149.2700,220.3200,1.799932
FILLER_77_276,VPWR,li1,132.9400,220.3200,1.799912
FILLER_77_273,VPWR,li1,131.7900,220.3200,1.799910
FILLER_77_270,VPWR,li1,130.4100,220.3200,1.799908
FILLER_77_267,VPWR,li1,129.0300,220.3200,1.799908
FILLER_77_263,VPWR,li1,126.9600,220.3200,1.799906
FILLER_77_260,VPWR,li1,125.8100,220.3200,1.799905
FILLER_77_257,VPWR,li1,124.4300,220.3200,1.799905
FILLER_77_254,VPWR,li1,123.0500,220.3200,1.799903
FILLER_77_251,VPWR,li1,121.6700,220.3200,1.799902
FILLER_77_248,VPWR,li1,120.2900,220.3200,1.799902
FILLER_77_245,VPWR,li1,118.9100,220.3200,1.799900
FILLER_77_242,VPWR,li1,117.5300,220.3200,1.799900
FILLER_77_237,VPWR,li1,114.7700,220.3200,1.799898
FILLER_77_234,VPWR,li1,113.8500,220.3200,1.799897
FILLER_77_231,VPWR,li1,112.4700,220.3200,1.799897
FILLER_77_228,VPWR,li1,111.0900,220.3200,1.799896
FILLER_77_225,VPWR,li1,109.7100,220.3200,1.799896
FILLER_77_223,VPWR,li1,108.3300,220.3200,1.799895
FILLER_77_220,VPWR,li1,107.4100,220.3200,1.799895
FILLER_77_217,VPWR,li1,106.0300,220.3200,1.799895
FILLER_77_214,VPWR,li1,104.6500,220.3200,1.799895
FILLER_77_211,VPWR,li1,103.2700,220.3200,1.799895
FILLER_77_208,VPWR,li1,101.8900,220.3200,1.799895
FILLER_77_205,VPWR,li1,100.5100,220.3200,1.799895
FILLER_77_202,VPWR,li1,99.1300,220.3200,1.799895
FILLER_77_197,VPWR,li1,96.8300,220.3200,1.799894
FILLER_77_194,VPWR,li1,95.4500,220.3200,1.799894
FILLER_77_191,VPWR,li1,94.0700,220.3200,1.799894
FILLER_77_188,VPWR,li1,92.6900,220.3200,1.799894
FILLER_77_185,VPWR,li1,91.3100,220.3200,1.799894
FILLER_77_182,VPWR,li1,89.9300,220.3200,1.799894
FILLER_77_179,VPWR,li1,88.5500,220.3200,1.799894
FILLER_77_176,VPWR,li1,87.1700,220.3200,1.799894
FILLER_77_173,VPWR,li1,85.7900,220.3200,1.799894
FILLER_77_128,VPWR,li1,64.8600,220.3200,1.799909
FILLER_77_125,VPWR,li1,63.7100,220.3200,1.799909
FILLER_77_119,VPWR,li1,60.9500,220.3200,1.799915
FILLER_77_116,VPWR,li1,59.5700,220.3200,1.799915
FILLER_77_113,VPWR,li1,58.1900,220.3200,1.799919
FILLER_77_110,VPWR,li1,56.5800,220.3200,1.799923
FILLER_77_104,VPWR,li1,53.5900,220.3200,1.799927
FILLER_77_101,VPWR,li1,52.6700,220.3200,1.799927
FILLER_77_98,VPWR,li1,51.2900,220.3200,1.799930
FILLER_77_95,VPWR,li1,49.9100,220.3200,1.799934
FILLER_77_92,VPWR,li1,48.5300,220.3200,1.799934
FILLER_77_89,VPWR,li1,47.1500,220.3200,1.799938
FILLER_77_86,VPWR,li1,45.7700,220.3200,1.799938
FILLER_77_83,VPWR,li1,44.3900,220.3200,1.799942
FILLER_77_80,VPWR,li1,43.0100,220.3200,1.799945
FILLER_77_77,VPWR,li1,41.6300,220.3200,1.799945
FILLER_77_74,VPWR,li1,40.2500,220.3200,1.799948
FILLER_77_71,VPWR,li1,38.8700,220.3200,1.799952
FILLER_77_68,VPWR,li1,37.4900,220.3200,1.799952
FILLER_77_57,VPWR,li1,31.9700,220.3200,1.799963
FILLER_77_52,VPWR,li1,29.9000,220.3200,1.799967
FILLER_77_49,VPWR,li1,28.7500,220.3200,1.799967
FILLER_77_46,VPWR,li1,27.3700,220.3200,1.799972
FILLER_77_41,VPWR,li1,24.8400,220.3200,1.799976
FILLER_77_36,VPWR,li1,22.3100,220.3200,1.799981
FILLER_77_33,VPWR,li1,21.3900,220.3200,1.799981
FILLER_77_21,VPWR,li1,15.4100,220.3200,1.799980
FILLER_77_12,VPWR,li1,11.5000,220.3200,1.799980
FILLER_76_824,VPWR,li1,385.0200,220.3200,1.799822
FILLER_76_795,VPWR,li1,371.4500,220.3200,1.799849
FILLER_76_792,VPWR,li1,370.5300,220.3200,1.799849
FILLER_76_789,VPWR,li1,369.1500,220.3200,1.799856
FILLER_76_753,VPWR,li1,352.5900,220.3200,1.799899
FILLER_76_750,VPWR,li1,351.2100,220.3200,1.799899
FILLER_76_732,VPWR,li1,342.4700,220.3200,1.799925
FILLER_76_729,VPWR,li1,341.5500,220.3200,1.799925
FILLER_76_726,VPWR,li1,340.1700,220.3200,1.799931
FILLER_76_723,VPWR,li1,338.7900,220.3200,1.799936
FILLER_76_720,VPWR,li1,337.4100,220.3200,1.799936
FILLER_76_717,VPWR,li1,336.0300,220.3200,1.799941
FILLER_76_714,VPWR,li1,334.6500,220.3200,1.799947
FILLER_76_711,VPWR,li1,333.2700,220.3200,1.799947
FILLER_76_708,VPWR,li1,331.8900,220.3200,1.799953
FILLER_76_697,VPWR,li1,326.8300,220.3200,1.799957
FILLER_76_694,VPWR,li1,325.4500,220.3200,1.799954
FILLER_76_658,VPWR,li1,308.6600,220.3200,1.799938
FILLER_76_655,VPWR,li1,307.5100,220.3200,1.799938
FILLER_76_652,VPWR,li1,306.1300,220.3200,1.799938
FILLER_76_643,VPWR,li1,301.5300,220.3200,1.799937
FILLER_76_640,VPWR,li1,300.6100,220.3200,1.799937
FILLER_76_637,VPWR,li1,299.2300,220.3200,1.799936
FILLER_76_634,VPWR,li1,297.8500,220.3200,1.799935
FILLER_76_631,VPWR,li1,296.4700,220.3200,1.799935
FILLER_76_622,VPWR,li1,292.1000,220.3200,1.799934
FILLER_76_616,VPWR,li1,289.5700,220.3200,1.799934
FILLER_76_613,VPWR,li1,288.1900,220.3200,1.799933
FILLER_76_610,VPWR,li1,286.8100,220.3200,1.799933
FILLER_76_604,VPWR,li1,283.8200,220.3200,1.799933
FILLER_76_601,VPWR,li1,282.6700,220.3200,1.799933
FILLER_76_587,VPWR,li1,275.7700,220.3200,1.799932
FILLER_76_584,VPWR,li1,274.8500,220.3200,1.799932
FILLER_76_581,VPWR,li1,273.4700,220.3200,1.799932
FILLER_76_578,VPWR,li1,272.0900,220.3200,1.799932
FILLER_76_575,VPWR,li1,270.7100,220.3200,1.799932
FILLER_76_572,VPWR,li1,269.3300,220.3200,1.799932
FILLER_76_569,VPWR,li1,267.9500,220.3200,1.799932
FILLER_76_560,VPWR,li1,263.5800,220.3200,1.799931
FILLER_76_557,VPWR,li1,262.4300,220.3200,1.799931
FILLER_76_554,VPWR,li1,261.0500,220.3200,1.799931
FILLER_76_551,VPWR,li1,259.6700,220.3200,1.799931
FILLER_76_548,VPWR,li1,258.2900,220.3200,1.799931
FILLER_76_545,VPWR,li1,256.9100,220.3200,1.799931
FILLER_76_542,VPWR,li1,255.5300,220.3200,1.799931
FILLER_76_539,VPWR,li1,254.1500,220.3200,1.799932
FILLER_76_536,VPWR,li1,252.7700,220.3200,1.799932
FILLER_76_533,VPWR,li1,251.3900,220.3200,1.799932
FILLER_76_529,VPWR,li1,249.5500,220.3200,1.799932
FILLER_76_526,VPWR,li1,248.1700,220.3200,1.799932
FILLER_76_523,VPWR,li1,246.7900,220.3200,1.799932
FILLER_76_520,VPWR,li1,245.4100,220.3200,1.799932
FILLER_76_517,VPWR,li1,244.0300,220.3200,1.799932
FILLER_76_514,VPWR,li1,242.6500,220.3200,1.799932
FILLER_76_511,VPWR,li1,241.2700,220.3200,1.799933
FILLER_76_508,VPWR,li1,239.8900,220.3200,1.799933
FILLER_76_491,VPWR,li1,231.6100,220.3200,1.799936
FILLER_76_488,VPWR,li1,230.6900,220.3200,1.799936
FILLER_76_485,VPWR,li1,229.3100,220.3200,1.799937
FILLER_76_473,VPWR,li1,223.7900,220.3200,1.799939
FILLER_76_470,VPWR,li1,222.4100,220.3200,1.799939
FILLER_76_463,VPWR,li1,218.9600,220.3200,1.799941
FILLER_76_460,VPWR,li1,217.8100,220.3200,1.799941
FILLER_76_457,VPWR,li1,216.4300,220.3200,1.799942
FILLER_76_434,VPWR,li1,205.3900,220.3200,1.799949
FILLER_76_431,VPWR,li1,204.4700,220.3200,1.799949
FILLER_76_415,VPWR,li1,197.1100,220.3200,1.799954
FILLER_76_412,VPWR,li1,195.7300,220.3200,1.799956
FILLER_76_409,VPWR,li1,194.3500,220.3200,1.799956
FILLER_76_406,VPWR,li1,192.9700,220.3200,1.799959
FILLER_76_403,VPWR,li1,191.5900,220.3200,1.799959
FILLER_76_400,VPWR,li1,190.2100,220.3200,1.799961
FILLER_76_397,VPWR,li1,188.8300,220.3200,1.799961
FILLER_76_394,VPWR,li1,187.4500,220.3200,1.799962
FILLER_76_391,VPWR,li1,186.0700,220.3200,1.799964
FILLER_76_388,VPWR,li1,184.6900,220.3200,1.799964
FILLER_76_385,VPWR,li1,183.3100,220.3200,1.799966
FILLER_76_368,VPWR,li1,175.0300,220.3200,1.799973
FILLER_76_365,VPWR,li1,174.1100,220.3200,1.799969
FILLER_76_363,VPWR,li1,172.7300,220.3200,1.799969
FILLER_76_360,VPWR,li1,171.8100,220.3200,1.799965
FILLER_76_305,VPWR,li1,146.0500,220.3200,1.799926
FILLER_76_302,VPWR,li1,145.1300,220.3200,1.799926
FILLER_76_297,VPWR,li1,142.3700,220.3200,1.799920
FILLER_76_288,VPWR,li1,138.6900,220.3200,1.799917
FILLER_76_285,VPWR,li1,137.3100,220.3200,1.799915
FILLER_76_282,VPWR,li1,135.9300,220.3200,1.799915
FILLER_76_279,VPWR,li1,134.5500,220.3200,1.799912
FILLER_76_276,VPWR,li1,133.1700,220.3200,1.799912
FILLER_76_262,VPWR,li1,126.5000,220.3200,1.799906
FILLER_76_259,VPWR,li1,125.3500,220.3200,1.799905
FILLER_76_256,VPWR,li1,123.9700,220.3200,1.799903
FILLER_76_253,VPWR,li1,122.5900,220.3200,1.799903
FILLER_76_234,VPWR,li1,113.6200,220.3200,1.799897
FILLER_76_231,VPWR,li1,112.4700,220.3200,1.799897
FILLER_76_212,VPWR,li1,103.7300,220.3200,1.799895
FILLER_76_209,VPWR,li1,102.3500,220.3200,1.799895
FILLER_76_206,VPWR,li1,100.9700,220.3200,1.799895
FILLER_76_203,VPWR,li1,99.5900,220.3200,1.799895
FILLER_76_200,VPWR,li1,98.2100,220.3200,1.799895
FILLER_76_197,VPWR,li1,96.3700,220.3200,1.799894
FILLER_76_195,VPWR,li1,95.4500,220.3200,1.799894
FILLER_76_186,VPWR,li1,91.3100,220.3200,1.799894
FILLER_76_183,VPWR,li1,90.3900,220.3200,1.799894
FILLER_76_180,VPWR,li1,89.0100,220.3200,1.799894
FILLER_76_177,VPWR,li1,87.6300,220.3200,1.799894
FILLER_76_170,VPWR,li1,83.9500,220.3200,1.799894
FILLER_76_167,VPWR,li1,83.0300,220.3200,1.799894
FILLER_76_164,VPWR,li1,81.6500,220.3200,1.799894
FILLER_76_161,VPWR,li1,80.2700,220.3200,1.799894
FILLER_76_143,VPWR,li1,71.7600,220.3200,1.799900
FILLER_76_139,VPWR,li1,69.6900,220.3200,1.799902
FILLER_76_136,VPWR,li1,68.7700,220.3200,1.799904
FILLER_76_132,VPWR,li1,66.7000,220.3200,1.799907
FILLER_76_129,VPWR,li1,65.5500,220.3200,1.799907
FILLER_76_117,VPWR,li1,60.0300,220.3200,1.799915
FILLER_76_109,VPWR,li1,56.3500,220.3200,1.799923
FILLER_76_106,VPWR,li1,54.9700,220.3200,1.799923
FILLER_76_103,VPWR,li1,53.5900,220.3200,1.799927
FILLER_76_100,VPWR,li1,52.2100,220.3200,1.799930
FILLER_76_97,VPWR,li1,50.8300,220.3200,1.799930
FILLER_76_94,VPWR,li1,49.4500,220.3200,1.799934
FILLER_76_77,VPWR,li1,41.1700,220.3200,1.799948
FILLER_76_73,VPWR,li1,39.5600,220.3200,1.799948
FILLER_76_70,VPWR,li1,38.4100,220.3200,1.799952
FILLER_76_67,VPWR,li1,37.0300,220.3200,1.799955
FILLER_76_64,VPWR,li1,35.6500,220.3200,1.799955
FILLER_76_61,VPWR,li1,34.2700,220.3200,1.799960
FILLER_76_58,VPWR,li1,32.8900,220.3200,1.799960
FILLER_76_55,VPWR,li1,31.5100,220.3200,1.799963
FILLER_76_52,VPWR,li1,30.1300,220.3200,1.799967
FILLER_76_49,VPWR,li1,28.7500,220.3200,1.799967
FILLER_76_46,VPWR,li1,27.3700,220.3200,1.799972
FILLER_76_43,VPWR,li1,25.9900,220.3200,1.799972
FILLER_76_35,VPWR,li1,22.3100,220.3200,1.799981
FILLER_76_32,VPWR,li1,20.9300,220.3200,1.799981
FILLER_76_29,VPWR,li1,19.5500,220.3200,1.799980
FILLER_76_26,VPWR,li1,17.9400,220.3200,1.799980
FILLER_76_23,VPWR,li1,16.7900,220.3200,1.799980
FILLER_76_20,VPWR,li1,15.4100,220.3200,1.799980
FILLER_75_803,VPWR,li1,375.3600,214.8800,1.799934
FILLER_75_800,VPWR,li1,374.2100,214.8800,1.799936
FILLER_75_797,VPWR,li1,372.8300,214.8800,1.799936
FILLER_75_794,VPWR,li1,371.4500,214.8800,1.799937
FILLER_75_788,VPWR,li1,368.4600,214.8800,1.799939
FILLER_75_785,VPWR,li1,367.3100,214.8800,1.799940
FILLER_75_776,VPWR,li1,362.7100,214.8800,1.799943
FILLER_75_773,VPWR,li1,361.7900,214.8800,1.799944
FILLER_75_770,VPWR,li1,360.4100,214.8800,1.799946
FILLER_75_756,VPWR,li1,353.5100,214.8800,1.799952
FILLER_75_747,VPWR,li1,349.3700,214.8800,1.799955
FILLER_75_744,VPWR,li1,348.4500,214.8800,1.799955
FILLER_75_741,VPWR,li1,347.0700,214.8800,1.799957
FILLER_75_738,VPWR,li1,345.6900,214.8800,1.799959
FILLER_75_735,VPWR,li1,344.3100,214.8800,1.799959
FILLER_75_732,VPWR,li1,342.9300,214.8800,1.799962
FILLER_75_729,VPWR,li1,341.5500,214.8800,1.799962
FILLER_75_725,VPWR,li1,339.7100,214.8800,1.799963
FILLER_75_722,VPWR,li1,338.3300,214.8800,1.799965
FILLER_75_719,VPWR,li1,336.9500,214.8800,1.799967
FILLER_75_716,VPWR,li1,335.5700,214.8800,1.799967
FILLER_75_703,VPWR,li1,329.1300,214.8800,1.799976
FILLER_75_700,VPWR,li1,328.2100,214.8800,1.799976
FILLER_75_697,VPWR,li1,326.8300,214.8800,1.799973
FILLER_75_694,VPWR,li1,325.4500,214.8800,1.799973
FILLER_75_691,VPWR,li1,324.0700,214.8800,1.799969
FILLER_75_688,VPWR,li1,322.6900,214.8800,1.799969
FILLER_75_665,VPWR,li1,311.6500,214.8800,1.799954
FILLER_75_642,VPWR,li1,301.0700,214.8800,1.799943
FILLER_75_634,VPWR,li1,297.6200,214.8800,1.799942
FILLER_75_631,VPWR,li1,296.4700,214.8800,1.799940
FILLER_75_628,VPWR,li1,295.0900,214.8800,1.799938
FILLER_75_625,VPWR,li1,293.7100,214.8800,1.799938
FILLER_75_622,VPWR,li1,292.3300,214.8800,1.799936
FILLER_75_619,VPWR,li1,290.9500,214.8800,1.799936
FILLER_75_612,VPWR,li1,287.2700,214.8800,1.799934
FILLER_75_609,VPWR,li1,286.3500,214.8800,1.799932
FILLER_75_606,VPWR,li1,284.9700,214.8800,1.799932
FILLER_75_603,VPWR,li1,283.5900,214.8800,1.799930
FILLER_75_596,VPWR,li1,280.1400,214.8800,1.799928
FILLER_75_593,VPWR,li1,278.9900,214.8800,1.799926
FILLER_75_590,VPWR,li1,277.6100,214.8800,1.799926
FILLER_75_587,VPWR,li1,276.2300,214.8800,1.799925
FILLER_75_584,VPWR,li1,274.8500,214.8800,1.799923
FILLER_75_572,VPWR,li1,268.8700,214.8800,1.799921
FILLER_75_569,VPWR,li1,267.9500,214.8800,1.799920
FILLER_75_557,VPWR,li1,262.4300,214.8800,1.799917
FILLER_75_544,VPWR,li1,255.9900,214.8800,1.799914
FILLER_75_541,VPWR,li1,255.0700,214.8800,1.799914
FILLER_75_538,VPWR,li1,253.6900,214.8800,1.799913
FILLER_75_535,VPWR,li1,252.3100,214.8800,1.799913
FILLER_75_528,VPWR,li1,249.0900,214.8800,1.799912
FILLER_75_525,VPWR,li1,247.7100,214.8800,1.799911
FILLER_75_508,VPWR,li1,239.4300,214.8800,1.799910
FILLER_75_505,VPWR,li1,238.5100,214.8800,1.799910
FILLER_75_503,VPWR,li1,237.1300,214.8800,1.799911
FILLER_75_489,VPWR,li1,230.9200,214.8800,1.799912
FILLER_75_486,VPWR,li1,229.7700,214.8800,1.799913
FILLER_75_483,VPWR,li1,228.3900,214.8800,1.799913
FILLER_75_480,VPWR,li1,227.0100,214.8800,1.799913
FILLER_75_477,VPWR,li1,225.6300,214.8800,1.799914
FILLER_75_474,VPWR,li1,223.7900,214.8800,1.799914
FILLER_75_471,VPWR,li1,222.8700,214.8800,1.799914
FILLER_75_468,VPWR,li1,221.4900,214.8800,1.799915
FILLER_75_458,VPWR,li1,216.4300,214.8800,1.799917
FILLER_75_455,VPWR,li1,215.5100,214.8800,1.799917
FILLER_75_452,VPWR,li1,214.1300,214.8800,1.799918
FILLER_75_449,VPWR,li1,212.7500,214.8800,1.799919
FILLER_75_447,VPWR,li1,211.3700,214.8800,1.799919
FILLER_75_435,VPWR,li1,205.8500,214.8800,1.799921
FILLER_75_414,VPWR,li1,196.1900,214.8800,1.799926
FILLER_75_411,VPWR,li1,195.2700,214.8800,1.799927
FILLER_75_408,VPWR,li1,193.8900,214.8800,1.799927
FILLER_75_393,VPWR,li1,186.5300,214.8800,1.799933
FILLER_75_390,VPWR,li1,185.3800,214.8800,1.799933
FILLER_75_387,VPWR,li1,184.2300,214.8800,1.799935
FILLER_75_358,VPWR,li1,170.8900,214.8800,1.799922
FILLER_75_355,VPWR,li1,169.5100,214.8800,1.799922
FILLER_75_352,VPWR,li1,168.1300,214.8800,1.799911
FILLER_75_331,VPWR,li1,158.4700,214.8800,1.799872
FILLER_75_328,VPWR,li1,157.0900,214.8800,1.799859
FILLER_75_321,VPWR,li1,153.4100,214.8800,1.799848
FILLER_75_318,VPWR,li1,152.4900,214.8800,1.799839
FILLER_75_315,VPWR,li1,151.1100,214.8800,1.799839
FILLER_75_312,VPWR,li1,149.2700,214.8800,1.799831
FILLER_75_309,VPWR,li1,148.3500,214.8800,1.799822
FILLER_75_306,VPWR,li1,146.9700,214.8800,1.799815
FILLER_75_303,VPWR,li1,145.5900,214.8800,1.799815
